age,income,years_experience,target
23,45648,7,0
53,91779,32,0
45,136371,6,0
34,66672,33,0
57,99109,6,1
20,90521,6,0
29,64593,35,1
56,43786,6,0
29,124036,19,0
19,39815,17,0
39,51966,13,0
40,43794,39,1
47,61423,13,1
22,129480,20,1
26,51302,26,0
38,91064,25,1
28,116800,26,0
22,115140,23,0
52,57835,4,1
44,103356,37,0
19,79282,27,0
41,82714,31,1
48,97035,23,1
50,53814,5,0
56,54089,9,1
47,103162,2,1
54,85831,6,1
45,62746,28,0
48,111673,33,0
28,81940,6,1
40,116796,16,0
19,66476,12,0
57,56283,20,1
58,31769,30,1
44,72278,8,1
52,76994,12,0
19,92898,16,0
56,45634,7,0
54,135035,8,0
38,40965,8,1
22,57566,39,1
38,82196,29,1
46,128679,6,1
37,78285,16,1
55,85499,38,0
37,49420,37,1
42,55236,4,0
19,36218,16,0
49,79892,39,1
43,104031,0,0
23,129389,15,0
58,94057,16,1
20,108609,29,0
50,106907,30,1
18,113130,34,1
22,41226,7,0
30,82271,29,0
36,40046,38,1
29,144955,20,0
42,147462,14,1
52,139345,33,1
29,67117,26,1
47,34965,1,1
22,89478,9,1
51,141796,4,1
39,108872,26,0
56,87277,3,1
30,115379,12,0
20,89613,16,0
37,47373,20,0
48,75452,22,1
22,80089,32,1
41,36654,14,0
57,61280,13,1
50,86141,8,0
25,135646,36,1
41,117943,29,1
37,97894,28,1
33,56583,22,0
29,148033,33,0
30,124242,6,0
59,36360,8,1
56,83968,3,1
42,33743,1,0
49,37159,26,0
41,62151,32,0
26,30518,31,1
57,46652,36,0
40,108461,26,1
30,143114,27,1
49,144543,2,0
32,101011,35,1
53,132489,7,1
22,133465,36,1
39,72348,37,1
33,105422,21,0
58,107001,13,1
27,148553,14,0
41,106757,3,1
35,54395,17,0
35,32335,0,1
24,131978,11,0
21,100112,16,1
43,143276,18,0
22,30500,35,0
33,122211,6,0
52,38083,8,1
43,136598,7,1
35,111256,24,0
46,35543,6,1
40,147434,7,0
31,98812,23,0
32,82237,16,1
50,126171,11,1
42,119716,30,1
38,36613,11,1
34,140033,1,1
40,96863,11,1
34,70540,26,0
31,106202,6,0
46,56255,12,0
37,115666,35,1
47,52068,0,0
36,79057,34,1
56,48946,29,1
30,50547,30,1
35,115237,16,0
40,147124,7,0
50,35769,2,1
56,54883,9,0
57,91340,33,1
35,109199,21,1
26,134222,3,0
50,145777,31,1
49,132859,28,1
34,65162,10,1
36,118388,12,1
44,115924,3,0
23,63434,1,0
52,52102,33,1
54,51536,21,1
51,107891,4,1
37,97770,8,0
42,134639,19,0
21,80388,20,0
27,80775,16,0
27,61147,11,0
41,80526,27,1
38,53659,17,0
28,139807,2,0
44,134663,4,1
33,112096,13,0
43,142180,25,1
47,53088,18,1
33,98464,16,0
24,135921,38,0
33,89998,3,0
52,70382,34,0
33,58184,23,1
57,50099,12,1
29,99810,32,0
52,120506,14,1
38,121280,14,1
53,67739,30,1
34,38389,27,0
49,47352,9,1
58,147843,6,1
23,51148,32,1
41,61828,6,0
44,98040,4,1
37,86795,25,1
42,88620,15,1
19,134310,7,1
26,124279,21,1
45,124430,33,1
55,126531,39,1
20,87114,27,0
37,70711,35,0
23,145957,6,0
56,47748,39,0
50,118636,27,0
18,63691,1,0
54,145158,8,1
23,118517,5,0
51,95282,0,0
32,128244,2,0
43,90360,9,0
31,40246,36,1
24,140779,22,1
48,89395,32,1
41,62486,8,1
48,60340,12,0
46,114874,27,1
59,80300,6,0
49,33086,25,1
34,121071,15,0
31,44860,39,0
57,47013,25,1
53,37407,38,1
41,63542,31,1
44,54935,35,1
42,137013,0,1
49,79079,20,1
35,64111,12,1
35,86550,25,0
54,105697,8,1
43,119117,36,0
26,127813,22,0
52,116936,0,1
25,106955,1,0
37,70565,27,1
59,49283,35,0
39,96470,30,1
36,130290,4,1
47,116916,36,1
45,109552,24,1
52,68233,7,1
28,52695,33,0
48,120488,38,1
56,72734,31,1
53,111257,10,0
47,31505,24,1
40,35363,2,0
36,78708,31,1
29,73614,34,0
32,31010,31,1
48,143228,33,1
54,141786,36,0
54,49861,4,0
32,54125,27,0
46,39369,27,0
43,99393,7,0
19,56671,26,1
37,105400,15,1
32,94512,17,0
21,128026,24,0
39,105656,0,0
55,115759,7,1
40,127686,20,1
43,74138,33,0
28,83420,23,1
45,98089,36,0
19,45489,25,1
25,89789,13,0
46,99925,28,0
28,79703,29,1
54,117486,2,1
35,106625,6,0
31,137535,35,0
27,88228,10,1
52,33051,31,0
26,68090,11,0
52,58805,14,0
28,124978,37,0
29,74557,23,0
20,32555,0,0
56,80241,17,1
31,108303,6,1
45,95994,1,0
28,144005,39,0
56,46066,30,1
42,34721,32,0
38,107982,29,1
27,36304,30,1
32,141869,33,0
36,72967,6,0
39,130224,24,0
38,108763,15,1
49,70462,21,1
40,101834,35,0
30,134933,26,0
22,141023,16,0
21,133450,3,1
45,80155,34,0
31,147771,21,1
25,105842,34,0
26,32589,14,0
52,67078,39,1
54,130545,20,1
38,84918,12,1
35,43601,10,1
50,37711,26,1
25,116900,30,1
34,89430,31,0
48,93327,29,1
51,129242,17,0
23,125146,15,0
39,132605,34,0
31,33970,8,1
20,99535,38,1
29,116570,36,0
53,66176,9,0
29,142111,11,0
19,71730,7,1
19,112168,2,0
32,43385,18,1
40,35950,10,0
46,131230,7,1
34,103511,25,1
49,83009,22,0
24,116850,9,1
47,53398,17,0
45,55277,11,0
31,56761,38,0
47,94435,25,0
34,93944,10,0
49,61533,9,1
23,102502,2,0
41,137437,6,1
23,102123,3,0
44,52880,39,0
35,100627,7,1
41,71753,37,0
54,126666,12,0
41,112597,11,1
55,117829,34,1
51,31561,37,0
57,83205,35,0
32,136948,1,0
28,89810,14,0
39,143089,33,0
41,94482,38,0
18,99192,25,0
35,117154,4,0
29,116066,24,0
45,117408,33,1
57,58330,3,1
24,46139,33,0
40,62977,26,1
38,34983,28,1
51,69909,4,0
28,138422,17,1
39,94480,3,1
59,79029,0,1
52,51329,19,1
46,66734,5,1
59,72837,19,0
45,104354,19,0
35,106454,26,1
31,137954,25,1
35,147512,31,1
45,96786,9,0
41,34758,17,1
25,132667,11,0
59,97699,9,1
25,138119,23,1
21,130157,23,0
44,112673,37,0
53,127639,24,0
22,51832,7,1
50,31868,13,1
51,144869,30,0
47,80665,23,1
25,143872,15,0
56,71862,19,0
43,49728,37,1
54,133542,14,1
51,123565,13,1
24,69857,11,1
57,58183,33,1
45,118321,7,1
56,48940,18,1
56,35280,4,0
45,132548,26,0
31,32164,12,1
55,122724,31,0
21,143453,30,0
59,109624,36,0
35,48405,1,0
42,32821,6,1
24,85090,10,0
55,52516,10,0
45,40473,22,1
22,76454,30,0
20,72530,7,0
48,134273,31,1
59,107714,20,0
37,134472,30,1
36,122554,0,1
28,112633,12,1
57,109632,10,0
20,135507,28,0
40,99081,3,1
24,54798,35,1
40,30863,14,1
24,46148,2,0
51,116545,28,0
59,84459,20,1
36,113345,1,0
26,114224,5,0
35,96189,30,1
58,38129,23,0
59,121954,39,0
42,53118,16,1
31,30443,4,0
42,57041,1,0
36,119379,11,0
56,51053,4,1
32,126384,19,0
33,133410,7,0
44,67204,0,0
57,147545,5,0
27,72240,10,0
21,131343,2,1
36,123749,30,0
45,91102,27,1
38,38291,4,0
31,138582,25,1
50,46285,15,1
27,122422,30,0
36,91589,27,1
47,43944,6,0
39,131041,37,1
20,118876,8,0
54,125561,38,0
58,84391,34,0
35,31607,26,0
28,32953,11,1
19,74941,24,0
29,101469,28,0
23,106922,30,0
57,91683,33,1
46,143525,32,0
47,100218,26,1
19,143157,1,1
26,139588,13,0
19,41154,12,1
46,39047,23,0
50,118529,4,1
27,105874,33,0
51,44323,22,0
25,67693,18,0
54,88730,29,1
50,119170,15,1
23,56292,39,1
57,134087,33,1
36,75111,10,0
49,105453,13,0
44,105681,14,1
18,125253,34,1
50,69491,6,1
57,79336,28,1
49,46905,21,0
22,60273,22,0
34,145936,23,0
25,56234,34,1
59,108885,9,1
51,96538,7,1
26,134570,11,1
40,62573,28,0
52,123339,28,0
24,94320,22,1
32,41330,25,0
37,122040,36,0
42,110516,31,0
20,102553,37,0
41,71353,5,1
51,46011,7,0
39,113537,16,0
28,90985,11,0
25,47044,21,0
56,68292,13,1
52,35250,33,0
55,135816,18,0
25,53289,5,1
54,63087,17,1
44,105952,35,1
45,120695,36,1
57,66368,37,1
51,100815,14,1
49,120693,37,0
32,91040,39,0
34,146455,8,1
50,88900,5,0
33,45494,1,0
46,146486,15,0
26,75166,0,0
50,121110,29,0
46,55333,32,1
30,63050,0,0
38,127799,38,0
38,128075,15,1
22,109566,16,0
27,118257,37,0
23,78070,17,0
30,35166,21,0
18,37121,21,0
37,44677,34,0
25,86561,30,1
27,126777,39,0
26,111909,26,1
58,117409,35,1
20,67664,3,0
28,144818,4,0
29,31293,24,0
27,52443,30,1
42,135261,13,1
42,79212,29,1
28,114131,11,0
53,105276,26,1
56,42559,23,0
43,95231,29,0
31,138277,17,1
56,69044,13,1
57,51747,18,0
18,136456,21,1
21,103509,25,1
47,110869,6,0
29,60129,27,1
52,30037,37,1
30,134294,4,0
48,127847,35,0
55,133742,17,1
40,78503,13,1
21,58207,22,1
33,139160,13,0
24,63241,31,1
39,30058,4,0
46,98172,21,0
28,126171,27,0
50,44834,11,0
46,111113,17,1
56,147302,35,1
29,57190,30,1
24,102832,12,1
56,51383,19,1
59,140974,35,0
43,54660,6,0
57,138029,22,1
26,148485,33,1
58,32674,31,1
51,144100,20,1
30,139369,5,0
53,52820,15,1
42,115040,34,0
41,55666,19,0
34,73794,10,1
19,32076,31,0
30,94854,13,1
48,82342,23,0
46,67555,38,0
45,85208,30,0
44,62406,16,0
32,91572,24,0
48,70262,8,1
57,121320,21,0
32,148265,34,1
50,116661,36,1
37,53216,16,0
59,98117,27,1
29,111136,0,0
54,60284,8,1
26,50171,12,1
40,120627,31,0
25,44333,27,1
49,60535,30,1
31,119023,7,1
44,105940,7,0
42,139470,33,1
30,63700,22,1
38,113583,9,0
48,71516,36,1
54,45577,24,0
22,119834,32,1
30,45015,3,1
45,121104,6,1
42,144412,32,0
52,121740,1,1
56,127284,31,0
24,121803,4,0
55,51236,16,1
49,128151,11,1
20,96640,11,0
56,113190,34,1
54,75704,20,1
39,72369,20,1
25,33646,1,1
34,117007,20,0
44,55906,14,1
50,116643,10,0
34,77728,9,0
59,44878,17,0
29,146742,22,0
44,39145,30,0
25,118578,25,0
40,48226,1,0
59,32802,38,1
46,54119,6,1
37,93560,23,0
33,87353,38,1
34,144669,31,1
33,122721,25,1
36,92126,22,1
25,101641,13,0
55,81712,28,1
55,82189,24,0
46,87784,30,1
58,98285,1,1
53,145278,1,0
43,146056,22,0
48,72949,10,0
29,64129,28,1
34,54512,34,1
32,132077,8,1
26,109031,31,0
56,93554,29,0
59,32064,14,0
29,125614,13,0
49,81567,16,0
42,147639,21,1
56,60011,29,0
35,101152,16,0
32,103511,15,1
49,40960,7,0
23,123528,38,0
52,88920,30,0
51,51387,11,0
55,45324,32,1
22,93960,11,0
35,101779,24,1
33,62628,37,0
25,105096,17,1
42,77452,18,1
49,71098,2,0
43,100459,34,1
39,69235,4,1
48,116861,34,1
27,57949,26,0
29,52821,36,1
45,101612,20,1
23,52032,15,1
37,103537,27,0
22,45303,24,0
40,146003,32,1
26,111993,16,1
46,136979,29,0
33,42303,3,1
39,80701,1,0
25,80511,8,1
37,110664,30,1
31,48280,24,0
56,69427,36,0
54,127180,35,1
51,133550,4,0
28,36967,23,1
57,36661,23,1
50,107952,28,0
48,96046,30,1
51,136918,36,1
24,65200,18,0
40,97442,22,1
24,91671,34,1
42,121070,5,1
20,88168,5,1
55,78322,36,0
37,111984,29,1
51,67696,0,1
47,100246,7,1
34,139844,27,1
27,68892,24,0
52,136141,32,0
37,45583,37,0
35,112720,13,1
44,85215,10,1
53,54853,1,0
40,36109,29,0
49,138213,29,1
27,89757,3,0
28,36659,12,1
55,31238,6,1
23,149211,37,1
58,45064,2,1
51,61115,8,1
53,61952,13,1
54,35620,10,1
34,129790,36,1
57,132985,13,0
57,74258,18,0
29,34470,7,0
38,52003,6,0
57,57571,6,1
36,54668,2,0
20,107259,2,0
35,142192,17,1
36,126576,32,0
23,135481,36,0
33,141505,27,0
25,62046,35,0
35,100977,15,1
56,146528,14,0
29,107255,28,0
27,35397,17,0
24,129925,18,0
18,113481,28,1
53,52233,5,1
38,113336,26,0
54,90308,6,1
41,99726,26,1
42,93219,18,1
24,133358,16,1
59,31130,10,0
34,44071,4,1
46,115517,1,0
47,140240,11,0
24,32118,10,0
50,30663,9,0
24,92408,27,0
41,81786,6,0
28,111271,13,0
26,49158,12,0
29,61087,4,0
52,118114,7,0
21,83121,0,1
53,49874,4,1
45,138067,10,1
30,113443,9,0
40,70821,14,0
36,145675,38,0
59,90582,28,0
54,52787,24,0
56,94703,5,1
41,51705,10,1
33,99381,16,0
50,141800,14,0
29,134605,15,1
51,74653,1,1
24,112018,35,1
28,130592,18,0
48,121626,37,0
46,116217,20,0
30,62252,10,0
48,103332,2,1
19,102799,33,1
56,92185,17,0
32,108313,14,1
28,71538,24,0
51,50343,14,1
56,135689,29,0
21,110398,16,1
28,71232,17,1
46,133185,30,1
19,83106,17,0
33,144322,34,1
56,111227,12,0
30,83079,13,0
54,55028,35,1
34,72135,17,0
38,61066,4,0
36,149599,13,0
24,128717,24,0
55,113470,38,1
25,50910,11,0
30,143018,39,1
54,37141,27,0
19,75950,34,0
58,85723,0,0
28,46225,2,0
41,130250,6,0
23,117123,8,0
43,62959,35,0
24,79192,22,0
56,109711,23,0
36,40051,9,1
23,101428,11,1
46,33449,18,0
56,71095,31,0
19,134213,23,0
36,107929,21,1
21,59190,2,1
23,130245,39,1
54,127069,26,0
45,56141,18,0
47,132525,8,1
24,53908,12,0
26,134847,1,0
42,62322,35,1
50,80710,28,0
18,44012,10,1
23,64889,33,1
35,47412,3,0
27,126150,3,1
45,140030,0,0
28,54657,24,1
50,35656,25,0
18,38967,10,0
30,114958,22,0
54,45764,1,0
37,45873,18,1
18,124485,28,1
20,139383,39,0
35,81030,3,0
58,97807,15,0
31,31607,36,1
48,49523,26,1
44,78447,4,0
34,79757,14,1
46,149423,22,0
53,123526,2,1
54,99201,17,0
43,111844,25,0
34,101388,5,0
39,35462,16,1
42,146832,37,0
19,61795,26,1
39,99806,19,1
22,78465,5,0
21,91109,34,0
53,120027,11,0
23,80528,2,1
38,66230,3,1
30,78242,3,1
54,95883,3,1
42,144688,38,1
43,128366,20,1
56,31783,1,1
37,58390,15,0
50,38417,6,0
31,102102,18,0
53,47426,32,1
34,60750,8,0
38,88188,36,1
33,40872,16,1
33,124231,26,1
37,78086,32,1
46,96770,11,0
45,130288,10,1
25,124368,12,0
41,113514,30,1
20,118177,12,0
42,122663,37,1
36,64720,25,1
50,48079,30,0
19,47338,21,0
32,33291,5,0
39,104084,19,1
27,142808,20,1
35,140091,9,1
39,129272,18,0
44,79393,34,0
30,123558,25,0
50,99770,6,1
22,56720,36,1
43,136642,7,0
30,135653,4,1
44,43368,35,1
31,84313,27,1
41,77969,2,0
20,78838,38,0
47,38734,7,0
52,137187,14,1
31,129329,26,0
29,42197,35,0
45,98895,15,1
46,133561,25,1
34,86831,3,1
57,131255,11,1
38,88073,16,0
40,102925,25,1
37,142970,30,1
28,110488,14,1
51,124611,33,1
27,114475,28,1
27,142531,8,1
23,80302,13,0
53,45624,35,0
41,97271,3,0
29,54315,37,0
40,47422,36,1
44,69137,23,1
54,102663,16,1
23,131216,12,0
18,78232,19,1
23,149528,16,1
39,108142,26,1
58,62743,32,1
41,129546,20,0
42,45636,16,1
32,120884,21,1
43,40108,24,1
25,103634,2,0
41,66180,26,1
55,48883,26,1
23,74400,11,1
52,75999,14,1
59,77951,37,1
18,37160,19,1
53,85262,21,1
29,49929,1,0
55,113133,3,0
28,41123,12,1
29,145106,31,1
59,58357,21,0
56,100496,24,0
24,63556,26,0
28,113791,16,0
53,91934,5,1
48,108886,15,1
50,60881,7,1
30,48409,32,1
35,85416,9,1
58,128171,33,0
41,97982,18,0
26,60657,13,0
48,116743,2,0
58,78951,22,0
27,38752,39,1
19,147339,10,0
55,43440,5,0
32,74864,33,1
20,79691,0,1
48,102035,34,1
23,116675,24,1
20,110303,28,1
28,52343,22,0
32,123248,17,1
45,49673,13,1
27,89954,16,0
55,84698,1,0
24,125024,30,1
32,56520,18,1
35,139641,31,0
35,144123,27,1
58,45784,7,1
41,147446,39,1
19,68079,38,1
57,74220,21,1
37,50491,23,0
51,142878,37,0
43,146583,1,1
24,78720,18,1
55,130804,1,0
47,44718,27,0
59,65597,31,0
22,91217,18,1
28,128351,15,0
18,130668,29,1
51,56832,21,1
18,84818,13,1
36,127398,0,1
19,42864,1,1
38,118378,21,0
37,38177,32,0
40,76115,14,0
38,136235,21,0
41,86210,39,1
21,81954,38,0
29,141145,10,0
39,41844,3,0
37,104130,6,0
35,43418,20,0
18,64854,6,0
47,118644,3,1
50,105955,11,1
41,118075,26,0
31,139906,16,1
53,73950,19,1
22,95227,30,1
28,42835,25,1
41,47533,30,1
48,144750,34,0
30,125051,8,1
33,131457,4,1
41,137504,7,0
30,117858,20,1
41,40223,15,1
43,40273,15,0
19,63519,17,1
33,54160,27,0
55,104385,17,1
18,145388,13,1
28,121192,36,0
52,78988,39,1
46,40348,15,0
54,113460,20,1
34,147720,0,1
56,134471,10,1
59,134668,10,1
45,97519,1,0
46,120426,31,1
20,44629,18,1
27,79056,4,0
59,41273,2,0
31,127275,27,0
29,70416,25,1
59,37894,22,0
47,76073,29,0
49,75693,7,0
49,81466,35,0
59,54343,28,1
49,73095,12,1
43,61174,24,1
18,80801,21,0
59,139715,32,0
19,102436,36,0
34,144441,6,1
47,99336,22,0
56,130782,5,0
24,138271,14,1
44,72926,14,1
26,102590,39,1
39,68827,33,1
51,138263,13,1
18,74775,28,0
26,71201,15,0
37,59373,28,0
36,57525,22,1
53,134513,9,1
57,102651,3,1
21,126643,11,1
26,60486,33,0
58,108604,3,0
39,48640,19,0
35,127694,27,0
29,91455,27,0
59,66136,5,0
56,92425,13,0
26,86539,34,0
23,111664,0,1
36,54942,18,0
24,98363,0,0
33,88596,12,1
22,111526,7,1
33,65255,17,0
18,92129,34,0
54,115523,22,1
56,148209,25,1
36,141651,37,1
54,92286,19,0
34,116437,1,1
43,46277,25,0
39,31643,35,1
25,145900,24,0
50,53729,29,1
19,116623,17,0
47,51818,6,1
37,95555,26,1
35,128979,10,0
27,83629,36,0
41,145296,7,0
21,85438,10,1
54,144749,23,1
21,39457,29,1
30,89629,29,1
42,63922,14,1
30,39820,34,0
35,62750,38,0
41,138122,23,1
19,132020,7,1
50,133546,19,0
36,67790,25,1
26,118405,23,0
45,146130,21,0
52,64421,4,0
56,98038,14,0
27,147957,35,0
18,112201,36,1
59,92325,28,0
38,55600,14,1
26,59394,26,0
32,109622,7,1
52,66171,28,0
22,129539,18,1
58,91526,30,1
39,149448,8,0
58,43149,9,0
40,60394,36,0
24,44396,9,1
40,53324,32,0
42,77198,24,0
44,112705,3,1
58,142168,4,0
23,143810,22,0
51,139813,38,1
26,121779,4,0
50,61016,7,1
23,33194,16,0
54,62398,0,1
48,34789,11,1
51,115695,34,0
58,94967,13,1
46,138942,17,0
31,91134,9,1
53,100886,14,1
53,128837,32,0
32,54977,18,0
25,131967,33,0
43,30129,24,1
53,89683,15,0
38,75331,7,1
45,147647,34,1
21,64626,20,0
33,78503,18,1
39,57549,10,0
29,42342,10,1
33,66417,10,0
57,106514,21,1
55,82249,20,1
59,82664,26,0
54,133164,17,1
46,137716,39,1
35,38833,37,1
27,90658,29,1
59,142439,32,1
56,129027,20,0
35,59473,1,0
18,30737,12,1
56,124965,1,0
38,76647,30,0
18,94054,9,1
32,31299,22,0
21,93281,21,1
37,148168,28,0
27,95875,32,1
40,62920,30,1
58,84836,13,1
51,72381,9,1
50,142059,17,0
51,144286,10,0
56,114971,38,1
27,128730,2,0
37,86298,1,1
18,54509,7,1
30,72095,30,0
18,81524,7,1
22,139825,1,1
33,145637,21,0
32,96909,4,1
45,102618,6,1
48,55532,19,0
40,138197,27,0
34,90285,12,1
51,48866,1,0
30,37593,31,0
31,39495,25,0
28,145058,2,0
45,37837,12,0
59,106708,20,0
49,48680,36,1
52,85476,22,1
48,60346,6,0
34,138621,16,0
26,53412,27,0
27,118399,29,1
25,148833,4,1
38,60804,23,1
30,95206,6,1
22,40934,33,0
23,60723,32,0
47,50405,26,0
48,48748,13,0
34,100766,18,0
28,76413,37,1
37,52354,11,0
26,104490,2,1
19,118675,6,0
54,140558,34,0
18,47388,24,1
21,135361,14,1
53,66523,18,0
42,131150,18,1
20,87693,22,1
26,65732,10,1
39,71646,20,0
40,51021,33,0
29,123238,38,0
27,140952,6,1
51,131059,26,1
27,82776,22,0
47,49116,37,0
39,102009,19,1
23,142858,26,0
19,118271,7,0
47,129997,36,1
19,106620,2,1
49,74771,1,0
59,58756,21,1
33,112604,5,1
29,124452,38,0
18,32919,39,1
25,53550,35,1
30,66524,23,0
32,84606,11,1
25,98819,16,1
27,100227,21,0
22,53212,18,1
36,70118,8,0
55,58602,11,0
28,47540,31,1
37,65829,30,0
37,86309,16,0
38,95403,22,1
35,101455,9,0
27,52277,29,0
51,149133,18,1
43,89673,25,0
47,47676,25,0
26,72844,10,1
48,94708,19,1
59,39752,3,0
21,111548,11,0
23,104711,24,0
31,70670,9,1
21,97603,21,0
43,61478,6,1
56,56439,23,0
34,64747,1,0
36,146424,31,1
23,59810,20,0
46,48302,6,1
28,96236,7,1
33,94467,37,0
47,132350,20,0
42,64841,7,1
57,149349,24,1
28,74713,27,1
24,79546,27,0
43,33048,30,0
39,148140,35,0
42,63290,24,0
36,88906,36,1
48,106637,37,1
43,59778,11,1
59,57425,36,0
58,137045,36,0
53,113388,30,0
40,120036,17,1
30,88176,25,1
42,42674,5,1
19,92402,8,1
19,118731,10,0
33,146109,30,0
26,119907,1,0
45,63053,28,1
30,147433,4,1
52,41957,22,1
58,102644,35,1
30,83616,6,0
48,143294,12,0
38,47829,9,1
49,35837,35,0
51,94141,15,1
25,45032,14,1
58,129770,18,1
19,56352,20,1
55,60215,34,1
49,86319,14,0
57,104642,13,0
45,71247,28,0
54,124302,4,0
58,73048,17,0
18,149114,0,0
58,134236,26,1
27,105532,26,1
21,96714,24,0
52,65319,20,1
27,149058,13,1
28,46025,19,1
31,39780,27,0
55,52706,20,0
29,72916,22,0
34,105503,10,1
33,60856,1,0
52,133166,19,0
19,39179,23,0
28,68623,24,1
58,47587,36,0
20,53733,21,0
46,118306,23,0
35,129423,14,1
37,33975,11,0
31,108455,30,0
51,105138,30,1
48,75463,29,0
57,129596,19,0
59,72154,7,0
35,105676,29,0
47,148343,34,1
42,116706,20,1
36,146905,39,1
25,58830,27,0
45,140076,38,0
25,102126,16,0
48,76745,11,0
20,60609,17,1
20,47401,27,0
39,57729,2,1
34,133480,14,0
53,148278,15,0
34,75167,21,1
31,124181,30,0
26,87391,30,0
47,124583,0,0
38,88171,10,0
29,118096,5,1
54,36647,22,0
49,51106,8,1
28,36015,15,1
37,51506,37,0
52,144149,18,0
28,54067,12,1
25,146777,31,1
21,32056,35,0
44,127255,8,0
57,59328,36,1
55,107712,30,0
47,82832,30,0
44,72771,18,1
38,127421,1,0
37,116805,31,1
21,76515,33,0
28,94538,0,1
30,98650,20,1
26,108978,2,1
21,70151,26,1
29,31629,6,1
26,113463,32,0
30,126853,8,0
43,119432,29,1
55,58155,17,1
59,48288,25,1
30,80588,19,1
56,116951,37,1
45,66085,30,0
36,41251,7,1
41,132420,22,0
36,55574,24,1
30,39623,0,1
30,116472,17,0
45,84715,18,1
19,36123,5,1
27,33061,16,0
39,136393,7,0
30,132035,8,1
26,69095,36,0
50,89618,26,1
31,58451,35,0
37,111897,5,1
32,111443,5,0
49,148005,3,1
50,64814,21,0
34,147832,39,0
41,115141,26,1
47,127792,36,1
30,106868,1,1
33,67832,8,0
19,125012,10,1
34,39445,19,1
49,63490,38,0
25,59767,13,0
20,76057,25,1
29,110746,37,1
37,119695,29,0
33,103100,35,0
31,71043,37,1
33,116755,34,0
50,57946,5,0
47,66587,2,1
29,33364,0,1
32,99854,17,1
35,86088,22,0
45,147468,31,1
40,107015,28,0
31,37398,22,0
47,32452,35,0
50,117208,5,0
32,63193,16,1
24,109401,17,0
32,55345,30,1
59,141811,5,0
55,115895,33,0
28,104335,26,1
46,89196,35,1
48,53053,24,1
42,130428,9,1
41,113220,38,1
36,35015,38,1
19,127201,11,0
39,38657,10,1
37,81116,2,0
50,51951,21,0
25,127599,3,1
42,128279,7,0
26,56521,13,0
51,84431,19,1
40,40731,23,1
22,48744,13,0
42,93094,27,1
25,48423,15,1
33,144612,31,0
32,47568,11,1
18,77411,15,1
39,33934,18,1
20,106945,4,0
55,126946,11,0
31,126344,28,1
53,38172,4,1
35,57358,16,1
58,96313,7,0
35,49763,39,0
20,78673,39,1
27,130722,29,1
56,126706,9,0
18,115997,19,1
44,140758,15,1
44,97975,15,0
28,37804,2,1
22,141327,22,1
24,77594,21,0
36,108748,27,1
46,117189,35,0
32,117507,3,0
52,97525,37,0
54,103404,23,1
29,137562,18,1
47,129248,10,1
37,54604,39,1
54,146585,39,0
20,52135,38,0
26,126080,17,0
58,67918,11,1
56,80849,13,0
43,60847,17,0
19,73774,11,1
40,90709,39,1
40,40680,26,0
38,143508,5,1
33,125619,23,1
26,85037,32,1
30,129969,15,0
45,141115,11,0
44,88914,30,0
34,56309,36,0
55,137255,12,0
53,40349,7,0
18,105079,37,0
35,90820,2,0
26,104996,19,1
30,64553,3,1
57,58525,1,0
32,35948,35,1
21,44498,22,1
50,48991,18,0
41,120510,39,0
53,130934,7,0
58,89790,15,1
27,37660,17,1
53,56245,35,0
37,30238,23,0
58,49920,0,1
28,76659,0,0
29,148549,35,0
35,104874,10,1
47,72517,17,1
54,105885,15,0
37,76350,16,1
42,107179,23,1
29,58274,33,0
38,75013,3,0
42,136203,34,0
28,69913,14,0
26,134165,1,0
42,75819,30,0
52,112168,8,0
49,122680,9,1
31,107857,24,0
18,132627,4,1
34,124792,13,0
42,94910,37,0
25,53485,39,0
22,32860,1,0
22,79875,17,0
58,44919,28,0
52,128873,19,1
36,103947,7,0
40,39586,36,0
26,81986,25,0
47,119848,36,1
33,53055,3,1
50,64890,32,0
19,93081,21,0
31,58807,5,0
18,115920,32,0
43,77177,27,0
42,124461,23,1
33,98625,3,0
32,44242,1,1
43,86317,12,1
33,69978,10,0
31,46433,34,1
46,63282,38,0
41,106519,9,1
32,139274,9,0
36,73578,7,0
25,138333,4,0
51,100207,22,0
19,54133,33,1
44,80317,31,1
27,138745,15,1
52,95950,3,0
40,89612,27,0
25,94873,13,1
45,143397,11,0
40,145792,20,0
21,116778,15,1
31,92002,1,0
59,82508,22,1
46,130720,28,0
18,68379,8,0
21,45231,6,1
49,117385,28,1
50,71163,16,1
43,61676,8,1
34,117592,5,1
56,136564,19,0
40,115483,9,1
49,85535,8,0
32,140952,11,0
30,121576,32,1
19,76110,31,1
36,76978,33,0
41,120818,18,1
41,121737,32,1
28,102369,15,0
39,34752,22,0
32,54507,25,1
27,115705,36,0
58,140282,8,0
44,71495,29,0
26,120466,12,0
45,90886,15,0
18,100559,1,0
34,30982,30,0
48,109841,18,0
27,46146,10,0
54,146033,13,0
46,84843,24,1
35,106737,6,1
55,112446,14,1
56,118567,29,0
23,53636,30,0
57,112850,23,0
29,57332,24,0
31,81434,7,0
27,113866,29,1
37,91271,35,0
32,92726,13,1
48,110901,28,1
24,139037,26,1
58,40108,35,0
27,98896,33,1
27,72553,20,0
56,70880,37,0
45,144320,10,1
47,82077,32,1
